GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.6864197530864198
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.7037037037037037
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.6864197530864198
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.7098765432098766
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.6950617283950618
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.7209876543209877
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.7074074074074074
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.7320987654320987
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.7086419753086419
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.7358024691358025
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.7209876543209877
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.7419753086419754
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.725925925925926
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.7469135802469136
BEST_GAMMA_EPOCH=3, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.7469135802469136
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.7271604938271605
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.7407407407407407
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.7296296296296296
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.7530864197530864
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.7333333333333333
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.7555555555555555
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.7395061728395061
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.7493827160493827
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.7407407407407407
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.7530864197530864
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.7444444444444445
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.7506172839506173
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.7469135802469136
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.745679012345679
BEST_GAMMA_EPOCH=1, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.7555555555555555
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.7469135802469136
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.7567901234567901
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.7469135802469136
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.7530864197530864
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.7481481481481481
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.754320987654321
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.7469135802469136
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.7567901234567901
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.7432098765432099
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.7617283950617284
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.7444444444444445
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.7641975308641975
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.7419753086419754
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.7703703703703704
BEST_GAMMA_EPOCH=3, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.7703703703703704
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.7209876543209877
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.7358024691358025
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.7308641975308642
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.7432098765432099
