-----TRAINING
---SEARCH FOR BEST SPA(s)
nb_iterations , gamma, include_prev_context, handle_N_setting, ratio, ensemble type, num_threads, time taken, accuracy
1, 0.1, True, remove, 0.0, depth, 1, 28.074, 70.90
1, 0.1, True, remove, 0.0, entropy, 1, 50.392, 72.40
1, 0.5, True, remove, 0.0, depth, 1, 72.014, 72.70
1, 0.5, True, remove, 0.0, entropy, 1, 101.783, 73.90
1, 0.33, True, remove, 0.0, depth, 1, 149.536, 72.40
1, 0.33, True, remove, 0.0, entropy, 1, 190.620, 73.00
1, 0.75, True, remove, 0.0, depth, 1, 224.922, 72.20
1, 0.75, True, remove, 0.0, entropy, 1, 262.105, 74.00
1, 1.0, True, remove, 0.0, depth, 1, 292.363, 72.40
1, 1.0, True, remove, 0.0, entropy, 1, 322.253, 74.20
1, 3.0, True, remove, 0.0, depth, 1, 365.668, 72.60
1, 3.0, True, remove, 0.0, entropy, 1, 391.413, 76.00
1, 5.0, True, remove, 0.0, depth, 1, 413.757, 73.30
1, 5.0, True, remove, 0.0, entropy, 1, 437.627, 75.90
3, 0.1, True, remove, 0.0, depth, 1, 41.703, 72.90
3, 0.1, True, remove, 0.0, entropy, 1, 72.211, 73.40
3, 0.5, True, remove, 0.0, depth, 1, 102.553, 73.50
3, 0.5, True, remove, 0.0, entropy, 1, 133.798, 74.90
3, 0.33, True, remove, 0.0, depth, 1, 163.149, 73.30
3, 0.33, True, remove, 0.0, entropy, 1, 194.995, 74.60
3, 0.75, True, remove, 0.0, depth, 1, 238.673, 74.20
3, 0.75, True, remove, 0.0, entropy, 1, 282.265, 75.10
3, 1.0, True, remove, 0.0, depth, 1, 312.864, 74.30
3, 1.0, True, remove, 0.0, entropy, 1, 340.303, 75.50
3, 3.0, True, remove, 0.0, depth, 1, 369.221, 74.60
3, 3.0, True, remove, 0.0, entropy, 1, 403.209, 76.80
3, 5.0, True, remove, 0.0, depth, 1, 438.999, 75.00
3, 5.0, True, remove, 0.0, entropy, 1, 474.656, 77.30
5, 0.1, True, remove, 0.0, depth, 1, 80.701, 70.30
5, 0.1, True, remove, 0.0, entropy, 1, 141.292, 71.10
5, 0.5, True, remove, 0.0, depth, 1, 278.300, 71.60
5, 0.5, True, remove, 0.0, entropy, 1, 321.980, 73.50
5, 0.33, True, remove, 0.0, depth, 1, 362.128, 71.20
5, 0.33, True, remove, 0.0, entropy, 1, 404.134, 72.70
5, 0.75, True, remove, 0.0, depth, 1, 446.442, 72.00
5, 0.75, True, remove, 0.0, entropy, 1, 501.049, 74.70
5, 1.0, True, remove, 0.0, depth, 1, 561.449, 72.40
5, 1.0, True, remove, 0.0, entropy, 1, 616.629, 75.20
5, 3.0, True, remove, 0.0, depth, 1, 669.090, 73.80
5, 3.0, True, remove, 0.0, entropy, 1, 717.975, 77.20
5, 5.0, True, remove, 0.0, depth, 1, 786.081, 75.20
5, 5.0, True, remove, 0.0, entropy, 1, 836.625, 77.80
7, 0.1, True, remove, 0.0, depth, 1, 460.221, 69.50
