-----TRAINING
---SEARCH FOR BEST SPA(s)
nb_iterations , gamma, include_prev_context, handle_N_setting, ratio, ensemble type, num_threads, time taken, accuracy
1, 0.1, False, remove, 0.0, depth, 48, 0.813, 67.80
1, 0.1, False, remove, 0.0, entropy, 48, 1.265, 69.30
1, 0.5, False, remove, 0.0, depth, 48, 1.702, 70.20
1, 0.5, False, remove, 0.0, entropy, 48, 2.152, 71.90
1, 0.33, False, remove, 0.0, depth, 48, 2.595, 69.30
1, 0.33, False, remove, 0.0, entropy, 48, 3.049, 70.60
1, 0.75, False, remove, 0.0, depth, 48, 3.499, 70.20
1, 0.75, False, remove, 0.0, entropy, 48, 3.948, 72.20
1, 1.0, False, remove, 0.0, depth, 48, 4.402, 70.50
1, 1.0, False, remove, 0.0, entropy, 48, 4.859, 73.30
1, 3.0, False, remove, 0.0, depth, 48, 5.342, 72.60
1, 3.0, False, remove, 0.0, entropy, 48, 5.783, 74.30
1, 5.0, False, remove, 0.0, depth, 48, 6.259, 72.70
1, 5.0, False, remove, 0.0, entropy, 48, 6.700, 74.10
3, 0.1, False, remove, 0.0, depth, 48, 1.257, 69.60
3, 0.1, False, remove, 0.0, entropy, 48, 1.719, 70.90
3, 0.5, False, remove, 0.0, depth, 48, 2.167, 72.10
3, 0.5, False, remove, 0.0, entropy, 48, 2.635, 72.40
3, 0.33, False, remove, 0.0, depth, 48, 3.097, 71.20
3, 0.33, False, remove, 0.0, entropy, 48, 3.572, 71.80
3, 0.75, False, remove, 0.0, depth, 48, 4.021, 72.50
3, 0.75, False, remove, 0.0, entropy, 48, 4.484, 72.50
3, 1.0, False, remove, 0.0, depth, 48, 4.924, 72.40
3, 1.0, False, remove, 0.0, entropy, 48, 5.385, 73.50
3, 3.0, False, remove, 0.0, depth, 48, 5.881, 73.80
3, 3.0, False, remove, 0.0, entropy, 48, 6.316, 74.80
3, 5.0, False, remove, 0.0, depth, 48, 6.790, 73.70
3, 5.0, False, remove, 0.0, entropy, 48, 7.289, 74.00
5, 0.1, False, remove, 0.0, depth, 48, 1.301, 70.20
5, 0.1, False, remove, 0.0, entropy, 48, 1.760, 71.00
5, 0.5, False, remove, 0.0, depth, 48, 2.227, 71.20
5, 0.5, False, remove, 0.0, entropy, 48, 2.691, 72.50
5, 0.33, False, remove, 0.0, depth, 48, 3.157, 71.60
5, 0.33, False, remove, 0.0, entropy, 48, 3.605, 72.40
5, 0.75, False, remove, 0.0, depth, 48, 4.060, 71.30
5, 0.75, False, remove, 0.0, entropy, 48, 4.529, 72.90
5, 1.0, False, remove, 0.0, depth, 48, 4.986, 71.40
5, 1.0, False, remove, 0.0, entropy, 48, 5.490, 73.50
5, 3.0, False, remove, 0.0, depth, 48, 5.942, 73.00
5, 3.0, False, remove, 0.0, entropy, 48, 6.412, 74.40
5, 5.0, False, remove, 0.0, depth, 48, 6.859, 73.10
5, 5.0, False, remove, 0.0, entropy, 48, 7.327, 75.10
7, 0.1, False, remove, 0.0, depth, 48, 1.377, 70.90
7, 0.1, False, remove, 0.0, entropy, 48, 1.837, 72.90
7, 0.5, False, remove, 0.0, depth, 48, 2.302, 72.50
7, 0.5, False, remove, 0.0, entropy, 48, 2.764, 73.90
7, 0.33, False, remove, 0.0, depth, 48, 3.226, 72.30
7, 0.33, False, remove, 0.0, entropy, 48, 3.685, 74.30
7, 0.75, False, remove, 0.0, depth, 48, 4.158, 72.80
7, 0.75, False, remove, 0.0, entropy, 48, 4.615, 74.80
7, 1.0, False, remove, 0.0, depth, 48, 5.092, 73.70
7, 1.0, False, remove, 0.0, entropy, 48, 5.547, 74.80
7, 3.0, False, remove, 0.0, depth, 48, 6.058, 74.70
7, 3.0, False, remove, 0.0, entropy, 48, 6.558, 75.30
7, 5.0, False, remove, 0.0, depth, 48, 7.037, 74.90
7, 5.0, False, remove, 0.0, entropy, 48, 7.508, 75.30
10, 0.1, False, remove, 0.0, depth, 48, 1.829, 71.10
10, 0.1, False, remove, 0.0, entropy, 48, 2.314, 72.00
10, 0.5, False, remove, 0.0, depth, 48, 2.785, 72.90
