GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8149632598530394
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.8289913159652639
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8183032732130928
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8283233132932531
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.8129592518370073
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.8229792919171677
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8076152304609219
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.8236472945891784
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.8089512358049432
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.8229792919171677
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.8002672010688042
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.8203072812291249
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.7989311957247829
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.8136272545090181
BEST_GAMMA_EPOCH=0.3333333333333333, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.8289913159652639
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8577154308617234
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.8623914495657983
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8570474281897128
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8637274549098196
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.8537074148296593
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.863059452237809
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8496993987975952
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.8530394121576487
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.8430193720774883
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.8496993987975952
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.8356713426853707
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.8463593854375417
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.8343353373413493
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.8430193720774883
BEST_GAMMA_EPOCH=0.5, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.8637274549098196
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8590514362057449
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.863059452237809
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8637274549098196
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8663994655978624
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.8623914495657983
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.8744154976619907
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8617234468937875
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.8704074816299265
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.8557114228456913
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.8623914495657983
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.8510354041416166
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.8597194388777555
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.8443553774215097
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.8557114228456913
BEST_GAMMA_EPOCH=1, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.8744154976619907
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8603874415497662
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.8677354709418837
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8623914495657983
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8710754843019372
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.8643954575818303
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.8704074816299265
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8643954575818303
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.8704074816299265
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.8617234468937875
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.8724114896459586
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.8623914495657983
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.8730794923179692
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.8570474281897128
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.8643954575818303
BEST_GAMMA_EPOCH=2.5, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.8730794923179692
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8563794255177021
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.8643954575818303
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8570474281897128
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8677354709418837
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.8657314629258517
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.8690714762859052
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8643954575818303
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.8744154976619907
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.8704074816299265
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.87374749498998
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.8677354709418837
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.8710754843019372
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.8670674682698731
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.8697394789579158
BEST_GAMMA_EPOCH=1.5, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.8744154976619907
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8550434201736807
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.8650634602538411
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8563794255177021
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8670674682698731
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.863059452237809
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.8684034736138945
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8663994655978624
GAMMA=1.5, ENSEMBLE=entropy, VAL_ACC=0.8690714762859052
GAMMA=2, ENSEMBLE=depth, VAL_ACC=0.8657314629258517
GAMMA=2, ENSEMBLE=entropy, VAL_ACC=0.8710754843019372
GAMMA=2.5, ENSEMBLE=depth, VAL_ACC=0.8684034736138945
GAMMA=2.5, ENSEMBLE=entropy, VAL_ACC=0.8717434869739479
GAMMA=3, ENSEMBLE=depth, VAL_ACC=0.8670674682698731
GAMMA=3, ENSEMBLE=entropy, VAL_ACC=0.8744154976619907
BEST_GAMMA_EPOCH=3, BEST_ENSEMBLE_EPOCH=entropy, BEST_VAL_ACC_EPOCH=0.8744154976619907
GAMMA=0.3333333333333333, ENSEMBLE=depth, VAL_ACC=0.8597194388777555
GAMMA=0.3333333333333333, ENSEMBLE=entropy, VAL_ACC=0.8643954575818303
GAMMA=0.5, ENSEMBLE=depth, VAL_ACC=0.8603874415497662
GAMMA=0.5, ENSEMBLE=entropy, VAL_ACC=0.8684034736138945
GAMMA=1, ENSEMBLE=depth, VAL_ACC=0.8643954575818303
GAMMA=1, ENSEMBLE=entropy, VAL_ACC=0.8724114896459586
GAMMA=1.5, ENSEMBLE=depth, VAL_ACC=0.8677354709418837
